,center_x,center_y
474,479.1,4869.1
475,520.7,4900.3
476,408.8,4982.0
477,543.2,4996.7
478,567.3,4971.0
479,514.9,5006.3
480,470.9,4835.3
481,564.9,4936.0
482,490.9,4971.2
483,495.6,4881.2
484,595.7,4982.1
485,591.3,4893.6
486,517.9,4876.9
487,533.5,4904.8
488,516.8,4982.6
489,485.7,4976.5
490,585.3,4941.8
491,432.5,4930.0
492,521.1,4888.2
493,489.4,4820.8
494,455.4,4923.8
495,453.5,4833.9
496,465.7,4950.2
497,550.0,4943.4
498,527.4,4950.0
499,445.2,4994.8
500,498.9,4816.9
501,579.2,4866.1
502,464.0,4980.9
503,506.9,4876.0
504,389.4,4940.1
505,452.1,4671.8
506,429.6,4662.8
507,414.3,4766.6
508,564.6,4673.6
509,567.5,4714.3
510,459.4,4798.3
511,481.2,4677.2
512,541.0,4817.3
513,506.4,4799.6
514,437.7,4637.8
515,572.8,4773.1
516,568.5,4759.9
517,431.6,4790.6
518,504.0,4819.1
519,456.8,4666.0
520,482.3,4735.1
521,547.4,4655.7
522,437.6,4725.4
523,501.7,4722.0
524,489.5,4615.3
525,579.8,4708.7
526,459.0,4684.8
527,486.4,4607.2
528,478.5,4788.6
529,500.0,4698.7
530,489.6,4678.0
531,583.5,4702.1
532,443.3,4714.9
533,541.6,4675.9
534,463.0,4769.2
535,547.3,4626.8
536,528.6,4634.1
537,458.3,4754.0
538,426.4,4612.3
539,575.3,4802.7
540,587.8,4685.9
541,443.9,4730.2
542,521.3,4632.4
543,408.6,4657.5
544,570.4,4813.9
545,479.8,4721.7
546,551.3,4760.4
547,566.9,4660.5
548,531.1,4649.2
549,391.3,4780.4
550,544.0,4666.4
551,417.1,4624.7
552,493.2,4781.5
553,425.8,4656.5
554,546.8,4750.2
555,474.1,4639.5
556,506.4,4676.3
557,382.8,4782.6
558,411.4,4721.5
559,419.1,4678.1
560,461.7,4741.0
561,450.6,4640.0
562,559.2,4669.2
563,557.2,4624.6
564,463.7,4708.8
565,560.5,4443.8
566,449.8,4513.5
567,552.1,4514.4
568,496.1,4433.6
569,448.2,4591.6
570,394.7,4471.4
571,466.5,4558.3
572,501.3,4619.1
573,526.9,4525.4
574,391.4,4581.9
575,573.4,4507.8
576,450.1,4451.3
577,566.9,4487.8
578,512.9,4429.4
579,456.0,4423.9
580,564.4,4579.3
581,522.5,4514.7
582,555.8,4561.3
583,481.8,4543.4
584,566.9,4605.2
585,542.7,4437.1
586,427.5,4515.1
587,544.5,4546.6
588,585.8,4570.1
589,413.8,4599.3
590,424.5,4483.0
591,540.2,4479.8
592,538.7,4510.3
593,476.4,4435.0
594,466.6,4504.5
595,515.6,4485.1
596,522.4,4466.4
597,434.4,4550.7
598,577.1,4486.9
599,492.4,4541.7
600,420.4,4539.9
601,448.8,4492.2
602,495.4,4524.8
603,440.1,4475.3
604,494.2,4575.4
605,494.2,4549.1
606,579.7,4552.5
607,532.2,4576.6
608,590.7,4449.5
609,552.6,4534.6
610,527.4,4586.7
611,385.9,4554.9
612,558.1,4456.6
613,513.4,4407.1
614,541.2,4456.6
615,558.7,4569.2
616,594.7,4511.6
617,462.3,4408.7
618,548.6,4562.8
619,547.8,4509.3
620,483.5,4314.4
621,529.3,4319.0
622,520.5,4258.0
623,415.4,4297.2
624,479.0,4369.2
625,494.7,4240.9
626,573.7,4394.3
627,379.1,4290.0
628,505.6,4327.7
629,547.5,4385.4
630,449.0,4411.0
631,479.4,4343.6
632,537.0,4270.7
633,563.2,4341.3
634,594.6,4276.4
635,440.5,4316.3
636,476.8,4203.7
637,387.2,4253.5
638,473.1,4383.8
639,432.2,4290.1
640,488.8,4356.8
641,441.7,4336.2
642,455.2,4209.6
643,567.6,4298.6
644,435.6,4264.3
645,513.2,4259.5
646,453.9,4240.7
647,498.5,4275.3
648,457.0,4294.7
649,454.4,4316.2
650,478.4,4352.8
651,528.4,4295.4
652,538.5,4235.2
653,409.7,4369.9
654,533.3,4344.6
655,462.0,4333.8
656,466.0,4267.6
657,429.5,4245.1
658,479.6,4326.0
659,548.5,4311.5
660,547.9,4409.6
661,505.5,4310.9
662,453.5,4374.7
663,445.2,4351.0
664,480.4,4289.4
665,542.2,4374.3
666,564.2,4373.9
667,495.6,4386.3
668,573.8,4257.5
669,436.0,4379.2
670,510.3,4363.3
671,484.9,4196.8
672,509.6,4169.2
673,379.5,4085.6
674,456.5,4028.4
675,435.3,4213.2
676,421.4,4036.9
677,504.4,4174.0
678,395.1,4087.9
679,496.3,4060.5
680,547.2,4070.8
681,496.4,4175.7
682,462.9,4101.8
683,394.3,4064.9
684,411.2,4079.8
685,438.9,4169.2
686,573.6,4079.3
687,444.4,4108.8
688,549.0,4182.8
689,456.1,4189.4
690,457.4,4156.2
691,476.5,4057.7
692,526.0,4055.8
693,410.1,4187.3
694,516.0,4085.4
695,556.5,4141.0
696,477.3,4081.8
697,436.6,4130.1
698,590.1,4040.6
699,545.7,4122.7
700,522.0,4002.7
701,398.6,4135.9
702,424.9,4102.1
703,493.6,4034.0
704,500.1,4195.7
705,471.8,4139.5
706,513.4,4112.8
707,567.6,4164.0
708,443.1,4095.7
709,562.8,4189.8
710,505.7,4144.0
711,489.4,4101.9
712,472.3,4128.3
713,574.0,4062.7
714,554.5,4154.3
715,543.7,4014.4
716,529.3,4188.2
717,588.1,4157.8
718,492.1,4078.4
719,424.3,4064.9
720,499.2,4211.0
721,460.5,4062.8
722,582.3,4112.4
723,432.7,4042.0
724,447.1,4169.6
725,545.8,3833.0
726,393.8,3967.7
727,470.0,3991.4
728,465.6,3982.2
729,457.8,3964.0
730,396.1,3884.7
731,590.8,3947.5
732,504.7,3840.0
733,446.0,3984.0
734,549.4,3942.5
735,505.8,4014.4
736,418.2,4011.5
737,417.6,3959.4
738,449.8,3972.7
739,415.2,3981.4
740,448.4,3864.9
741,434.6,3865.2
742,454.0,3901.5
743,434.3,3930.6
744,432.9,3881.6
745,561.9,3864.2
746,483.7,3808.5
747,459.1,3938.7
748,510.0,3813.8
749,395.7,3845.4
750,508.0,3947.5
751,467.6,3840.8
752,452.2,3840.0
753,427.1,3836.1
754,539.0,3972.7
755,377.0,3979.4
756,462.3,3871.9
757,489.9,3897.2
758,531.3,3919.8
759,428.9,4006.3
760,528.6,3822.7
761,542.2,3850.7
762,532.4,3878.5
763,483.1,3913.6
764,425.7,3820.4
765,424.5,3910.0
766,501.3,3965.4
767,422.7,3896.5
768,562.5,3921.4
769,561.9,3973.8
770,429.1,4012.2
771,385.5,3947.0
772,422.3,3758.2
773,438.9,3605.7
774,512.3,3620.1
775,487.0,3791.0
776,548.7,3672.7
777,436.9,3720.7
778,384.6,3666.3
779,537.3,3805.3
780,503.6,3665.1
781,583.5,3616.4
782,511.6,3696.5
783,519.1,3739.6
784,402.1,3627.2
785,480.9,3780.2
786,585.1,3754.7
787,521.3,3727.6
788,471.2,3635.0
789,536.0,3652.3
790,476.8,3658.7
791,463.0,3742.9
792,404.2,3701.1
793,534.1,3670.6
794,461.7,3642.3
795,414.1,3703.3
796,497.9,3699.0
797,536.4,3607.6
798,495.4,3720.2
799,553.2,3621.9
800,403.9,3785.3
801,581.4,3711.4
802,423.4,3726.3
803,433.1,3625.8
804,535.6,3632.2
805,509.8,3737.5
806,560.0,3780.8
807,490.7,3607.9
808,445.7,3643.3
809,550.9,3730.4
810,530.3,3713.5
811,590.6,3758.7
812,467.1,3716.8
813,461.4,3781.0
814,453.7,3700.3
815,444.8,3746.3
816,438.1,3671.5
817,529.6,3794.0
818,424.2,3642.9
819,550.8,3803.5
820,562.2,3668.7
821,400.5,3649.2
822,498.3,3748.1
823,499.4,3689.0
824,414.4,3604.2
825,482.1,3675.3
826,496.6,3647.6
827,567.4,3603.1
828,435.2,3582.4
829,519.6,3587.7
830,402.0,3571.9
831,448.0,3436.1
832,569.1,3473.8
833,449.3,3425.9
834,522.1,3609.8
835,501.7,3542.2
836,426.2,3527.9
837,416.4,3436.2
838,500.7,3613.4
839,406.1,3510.0
840,420.0,3522.4
841,471.6,3449.2
842,554.9,3460.8
843,475.9,3569.0
844,534.2,3478.9
845,567.8,3414.8
846,428.4,3434.5
847,534.0,3536.6
848,414.4,3496.6
849,468.7,3565.4
850,379.7,3439.0
851,489.0,3491.8
852,426.9,3451.2
853,409.7,3538.2
854,542.6,3572.9
855,507.2,3508.9
856,419.2,3401.7
857,381.7,3494.2
858,417.0,3578.8
859,395.0,3589.3
860,508.4,3551.9
861,513.5,3423.0
862,441.4,3559.4
863,447.3,3516.9
864,473.5,3533.3
865,518.9,3557.5
866,537.7,3545.3
867,399.9,3546.5
868,398.1,3540.1
869,586.9,3529.8
870,560.0,3474.0
871,442.9,3486.9
872,493.6,3568.9
873,454.8,3557.7
874,381.9,3479.2
875,467.5,3422.7
876,511.2,3558.8
877,481.0,3504.3
878,411.4,3468.1
879,421.4,3492.6
880,531.0,3465.5
881,398.1,3520.9
882,444.4,3458.6
883,563.8,3454.1
884,554.7,3483.5
885,568.1,3495.5
886,428.5,3515.6
887,545.0,3418.5
888,504.4,3458.7
889,515.9,3489.5
890,566.0,3576.7
891,560.3,3589.2
892,475.0,3601.1
893,462.0,3529.3
894,442.4,3468.6
895,527.6,3509.0
896,430.1,3609.3
897,426.2,3613.6
898,499.8,3481.3
899,503.4,3604.1
900,396.3,3441.1
901,381.0,3513.1
902,535.3,3553.5
903,432.7,3359.3
904,499.5,3297.9
905,500.0,3214.3
906,545.8,3250.0
907,492.0,3333.9
908,448.5,3306.6
909,379.7,3333.8
910,420.2,3313.7
911,541.1,3378.5
912,413.1,3356.1
913,408.4,3216.9
914,577.4,3279.1
915,484.3,3412.2
916,422.5,3342.6
917,420.4,3230.8
918,524.2,3336.2
919,533.7,3316.9
920,557.3,3304.1
921,437.4,3324.1
922,554.5,3196.9
923,541.0,3229.3
924,442.9,3284.5
925,409.7,3370.5
926,458.3,3236.5
927,558.8,3245.2
928,450.0,3335.7
929,528.5,3270.6
930,562.5,3216.2
931,499.5,3312.3
932,520.0,3300.5
933,544.7,3295.6
934,443.5,3201.0
935,459.6,3227.0
936,476.4,3285.1
937,497.1,3371.9
938,464.8,3277.4
939,535.3,3207.6
940,529.5,3281.9
941,417.5,3259.1
942,405.3,3253.9
943,566.2,3320.1
944,392.4,3210.2
945,447.6,3225.8
946,525.5,3298.7
947,376.8,3265.3
948,438.8,3271.1
949,388.6,3379.5
950,546.5,3269.6
951,425.0,3274.4
952,450.0,3368.7
953,412.7,3251.4
954,462.6,3253.1
955,531.3,3225.0
956,534.2,3360.3
957,440.7,3311.5
958,499.4,3380.3
959,462.0,3332.8
960,487.3,3251.9
961,547.5,3304.7
962,519.1,3321.2
963,456.8,3298.3
964,473.7,3343.9
965,444.8,3316.1
966,545.7,3360.7
967,376.3,3280.7
968,513.1,3261.6
969,563.0,3203.7
970,563.5,3230.3
971,436.5,3402.6
972,406.3,3347.6
973,452.8,3383.2
974,474.1,3274.9
975,505.2,3233.1
976,516.5,3402.5
977,544.7,3389.0
978,446.7,3401.9
979,395.2,3320.0
980,508.7,3174.2
981,404.9,3096.8
982,422.5,3109.1
983,425.0,3129.1
984,470.0,3157.9
985,541.4,3145.6
986,492.0,3071.8
987,556.1,3136.9
988,572.1,3173.4
989,489.6,3126.6
990,549.6,3008.1
991,461.2,3164.8
992,546.1,3042.3
993,382.6,3120.2
994,431.3,3067.9
995,547.3,3073.5
996,509.0,3067.3
997,588.2,3018.0
998,437.7,3144.8
999,385.4,3185.9
1000,486.2,2994.8
1001,533.8,3040.9
1002,399.6,3065.5
1003,406.0,3166.0
1004,561.6,3109.8
1005,509.6,3078.7
1006,494.2,3026.3
1007,455.5,3038.0
1008,506.8,3192.1
1009,533.7,3078.1
1010,477.2,3182.5
1011,426.0,3198.3
1012,489.0,3185.2
1013,483.4,3139.6
1014,565.3,3076.0
1015,419.1,3084.7
1016,439.6,3016.3
1017,501.6,3145.8
1018,549.1,3084.1
1019,454.2,3106.3
1020,469.1,3165.1
1021,522.8,3115.5
1022,464.8,3011.8
1023,472.4,3079.9
1024,386.2,3084.2
1025,532.7,3030.1
1026,539.5,3057.1
1027,424.1,3063.0
1028,436.2,2999.5
1029,583.4,3159.0
1030,465.0,3144.8
1031,512.9,3186.4
1032,412.9,3044.3
1033,470.6,3206.1
1034,547.9,3057.9
1035,515.9,3153.7
1036,456.2,3020.9
1037,543.6,3111.3
1038,400.3,3177.6
1039,526.5,3007.0
1040,568.6,2997.0
1041,386.1,3003.3
1042,438.1,3056.1
1043,427.6,3109.2
1044,479.3,3045.0
1045,437.9,3128.8
1046,391.8,3029.0
1047,455.3,3177.1
1048,421.4,3032.0
1049,488.6,3097.8
1050,428.3,3020.5
1051,489.5,3048.4
1052,398.9,3106.4
1053,479.9,3054.1
1054,421.9,3171.1
1055,410.4,3031.8
1056,466.6,3073.8
1057,450.5,3060.4
1058,411.4,3160.5
1059,535.2,3182.6
1060,506.3,3007.9
1061,532.2,3193.8
1062,497.1,3134.4
1063,484.8,3015.4
1064,385.1,3095.4
1065,555.6,3011.6
1066,568.6,3099.2
1067,545.2,3014.4
1068,492.8,3142.4
1069,406.6,3012.7
1070,425.6,2828.9
1071,464.7,2898.9
1072,557.4,2856.9
1073,546.2,2984.0
1074,505.0,2918.0
1075,473.7,2902.0
1076,463.2,2817.0
1077,432.4,2985.2
1078,505.6,2851.3
1079,515.3,3008.5
1080,549.0,2942.1
1081,532.8,2900.1
1082,432.0,2928.6
1083,488.2,2969.1
1084,582.6,2939.3
1085,395.0,2864.3
1086,528.9,2890.1
1087,477.8,2846.0
1088,582.9,2860.9
1089,461.3,2990.5
1090,376.0,2883.6
1091,451.5,2894.2
1092,489.5,2826.2
1093,548.9,2812.8
1094,414.4,2960.1
1095,454.7,2921.2
1096,568.6,2865.5
1097,563.5,2966.7
1098,404.7,2969.9
1099,514.3,2961.9
1100,499.4,2973.6
1101,571.4,2893.9
1102,412.6,2851.1
1103,404.6,2822.3
1104,527.5,2813.0
1105,469.6,2980.3
1106,494.7,2925.0
1107,400.6,2890.2
1108,402.0,2946.8
1109,511.7,2948.9
1110,546.3,2922.0
1111,426.3,2853.6
1112,395.4,2938.1
1113,406.2,2937.4
1114,487.9,2897.9
1115,446.9,2886.2
1116,466.0,2859.5
1117,425.8,2914.4
1118,546.0,2957.7
1119,549.5,2877.4
1120,503.4,2895.1
1121,523.9,2869.3
1122,533.5,2851.7
1123,385.7,2880.3
1124,383.8,2923.0
1125,576.0,2929.9
1126,517.9,2986.6
1127,499.0,2865.8
1128,501.7,2998.5
1129,474.8,2939.4
1130,569.1,2948.6
1131,573.1,2813.6
1132,520.8,2937.0
1133,462.0,2939.7
1134,551.5,2838.0
1135,480.4,2935.7
1136,544.2,2811.7
1137,430.2,2953.0
1138,500.3,2812.8
1139,462.4,2976.2
1140,556.6,2914.4
1141,467.5,2958.8
1142,558.8,2795.3
1143,559.2,2893.4
1144,397.0,2904.0
1145,475.2,2822.9
1146,393.7,2910.3
1147,563.0,2921.0
1148,466.9,2906.4
1149,511.4,3001.7
1150,477.2,2864.3
1151,475.4,2794.9
1152,470.7,2925.5
1153,459.2,2857.4
1154,522.3,2842.2
1155,458.9,2843.2
1156,441.3,2965.3
1157,484.6,2884.8
1158,441.4,2942.8
1159,527.5,2797.8
1160,449.4,2844.1
1161,434.9,2780.9
1162,467.2,2636.4
1163,428.7,2613.8
1164,546.4,2784.9
1165,550.1,2753.5
1166,442.4,2688.9
1167,529.6,2763.8
1168,569.2,2667.8
1169,564.5,2605.3
1170,549.7,2738.0
1171,520.5,2617.3
1172,414.9,2687.8
1173,548.6,2627.7
1174,523.6,2733.1
1175,583.7,2617.7
1176,526.7,2781.0
1177,496.0,2633.6
1178,400.8,2661.9
1179,563.3,2686.5
1180,440.2,2629.4
1181,488.7,2775.2
1182,484.2,2807.4
1183,543.4,2741.6
1184,577.0,2715.8
1185,442.7,2731.8
1186,471.3,2765.7
1187,439.1,2741.8
1188,573.3,2735.5
1189,414.5,2701.6
1190,425.2,2633.9
1191,375.0,2713.8
1192,505.1,2597.3
1193,570.3,2706.1
1194,517.1,2717.3
1195,530.6,2709.7
1196,553.3,2722.7
1197,551.2,2664.5
1198,556.8,2717.6
1199,507.1,2734.6
1200,416.4,2708.9
1201,514.1,2809.6
1202,524.2,2646.4
1203,586.3,2752.8
1204,530.0,2694.9
1205,533.3,2737.9
1206,446.2,2792.8
1207,452.3,2702.7
1208,483.6,2756.9
1209,517.1,2798.6
1210,568.2,2766.8
1211,541.3,2708.8
1212,437.0,2722.0
1213,416.3,2644.9
1214,519.3,2742.1
1215,584.6,2733.8
1216,460.7,2665.5
1217,389.3,2674.4
1218,382.9,2691.8
1219,401.9,2719.7
1220,478.3,2527.9
1221,520.1,2475.7
1222,508.9,2538.6
1223,565.3,2397.0
1224,483.7,2531.9
1225,474.9,2532.2
1226,472.3,2543.8
1227,463.3,2554.6
1228,533.0,2447.9
1229,498.9,2545.4
1230,484.3,2578.8
1231,513.8,2604.0
1232,556.3,2585.7
1233,490.3,2570.3
1234,525.4,2517.0
1235,556.0,2419.0
1236,540.2,2577.7
1237,492.4,2563.0
1238,493.1,2514.9
1239,446.2,2585.6
1240,557.8,2468.8
1241,522.7,2464.9
1242,507.8,2585.8
1243,514.1,2483.8
1244,523.2,2450.7
1245,534.5,2435.8
1246,555.5,2402.9
