,center_x,center_y
13469,2016.7,1549.3
13470,2183.5,1409.6
13471,2042.2,1485.7
13472,2049.7,1410.3
13473,2004.8,1429.4
13474,2009.9,1519.1
13475,2136.9,1434.5
13476,2154.9,1509.5
13477,2120.6,1438.6
13478,2053.0,1512.4
13479,2002.6,1449.6
13480,2109.8,1545.2
13481,2135.1,1422.5
13482,2071.8,1417.0
13483,2027.4,1563.6
13484,2026.4,1512.8
13485,2119.6,1569.3
13486,1987.6,1455.7
13487,2059.2,1558.9
13488,2175.3,1579.2
13489,2190.2,1574.7
13490,2090.2,1546.8
13491,2150.8,1416.4
13492,2065.5,1426.6
13493,1986.2,1544.0
13494,2075.8,1461.4
13495,1981.9,1492.8
13496,2104.4,1512.0
13497,2054.8,1464.2
13498,2070.3,1550.4
13499,2132.5,1461.4
13500,2037.9,1508.0
13501,1991.5,1556.0
13502,2106.4,1568.8
13503,2105.8,1448.8
13504,2075.3,1526.3
13505,2013.1,1478.3
13506,2005.9,1469.4
13507,2041.3,1552.0
13508,2057.6,1383.9
13509,2043.8,1387.3
13510,2164.0,1571.4
13511,2191.9,1395.0
13512,2093.6,1421.1
13513,2055.9,1577.4
13514,2022.4,1490.5
13515,2065.1,1514.7
13516,2066.7,1478.1
13517,2080.8,1436.3
13518,2055.2,1525.0
13519,2012.0,1456.4
13520,1986.3,1523.8
13521,2056.6,1536.5
13522,2183.7,1527.7
13523,2172.0,1544.0
13524,2017.0,1533.0
13525,2094.7,1463.3
13526,1979.3,1505.7
13527,2066.8,1437.3
13528,2170.6,1467.3
13529,2057.1,1545.3
13530,2097.5,1584.6
13531,2088.9,1471.4
13532,2060.6,1487.2
13533,2105.6,1409.1
13534,2153.2,1387.9
13535,2008.5,1498.4
13536,2194.3,1496.4
13537,2117.3,1405.8
13538,2076.7,1406.9
13539,2055.9,1458.3
13540,2014.6,1445.3
13541,1989.8,1488.1
13542,2054.8,1501.3
13543,2160.2,1501.6
13544,2080.1,1553.1
13545,2129.2,1302.2
13546,2026.1,1231.1
13547,2069.9,1275.6
13548,2141.6,1286.8
13549,2108.5,1319.2
13550,2071.0,1388.6
13551,2066.8,1312.3
13552,2087.3,1352.9
13553,2103.8,1224.4
13554,2150.9,1195.7
13555,2131.6,1202.3
13556,2074.0,1336.5
13557,2057.0,1323.3
13558,2153.4,1183.1
13559,1982.3,1190.6
13560,2011.6,1382.5
13561,2049.4,1338.3
13562,2141.7,1330.5
13563,2005.1,1244.8
13564,1997.2,1182.4
13565,2098.8,1360.3
13566,2186.7,1362.5
13567,2086.0,1277.4
13568,2017.3,1305.8
13569,2142.8,1323.3
13570,2000.1,1360.8
13571,2152.7,1278.6
13572,2099.0,1185.0
13573,2049.0,1299.9
13574,2125.8,1388.1
13575,2167.9,1263.3
13576,2028.6,1290.8
13577,2029.6,1222.7
13578,2075.5,1285.6
13579,2043.1,1286.1
13580,2001.1,1313.1
13581,2061.0,1200.4
13582,2104.3,1344.6
13583,2154.8,1217.8
13584,2115.1,1283.4
13585,2040.7,1179.7
13586,2087.9,1247.0
13587,2177.8,1377.4
13588,2139.6,1359.5
13589,2023.9,1271.3
13590,2189.8,1210.2
13591,2163.8,1208.4
13592,2075.9,1276.3
13593,2115.2,1195.7
13594,2086.4,1393.7
13595,2079.9,1268.5
13596,2033.0,1306.2
13597,2053.8,1251.4
13598,2125.4,1193.9
13599,2072.3,1315.6
13600,2126.0,1211.3
13601,2158.5,1294.9
13602,2039.9,1251.5
13603,2116.3,1232.9
13604,1988.3,1374.7
13605,2106.1,1278.7
13606,2175.7,1311.5
13607,2017.8,1319.3
13608,2049.1,1305.3
13609,2092.9,1374.6
13610,2115.6,1249.4
13611,2136.4,1247.0
13612,2096.2,1222.0
13613,2022.2,1298.7
13614,2058.6,1236.0
13615,2068.0,1256.6
13616,2019.4,1246.4
13617,2172.2,1215.1
13618,2016.7,1207.4
13619,2088.5,1233.2
13620,2164.8,1237.4
13621,1994.1,1277.6
13622,2102.0,1384.3
13623,2100.1,1303.9
13624,2096.0,1332.8
13625,2145.9,1363.9
13626,2139.3,1271.7
13627,2106.0,1286.0
13628,1985.3,1198.4
13629,2065.7,1301.7
13630,2122.5,1352.9
13631,2130.2,1346.3
13632,2133.1,1369.5
13633,2082.0,1213.1
13634,2118.0,1342.5
13635,2032.2,1390.1
13636,2012.2,1333.8
13637,2035.0,1369.7
13638,2139.4,1254.4
13639,2002.5,1292.2
13640,2006.6,1276.1
13641,2084.4,1335.7
13642,2085.6,1317.9
13643,2087.3,1320.1
13644,2152.0,1346.3
13645,2010.1,1356.0
13646,2159.1,1361.9
13647,2079.1,1182.6
13648,2062.9,1222.5
13649,2188.4,1313.4
13650,1995.2,1356.5
13651,2111.0,1212.4
13652,1990.4,1218.2
13653,2021.6,1358.8
13654,2094.9,1200.7
13655,2192.6,1114.7
13656,2069.2,1089.9
13657,2016.5,1117.9
13658,2193.8,1031.5
13659,2059.1,1140.3
13660,2004.4,1089.0
13661,2109.5,981.9
13662,2161.3,1011.6
13663,2163.3,1172.5
13664,2138.6,1034.6
13665,2005.1,1187.4
13666,1995.4,1111.3
13667,2126.4,1093.3
13668,2027.5,1137.0
13669,2114.0,1071.9
13670,2046.3,1098.3
13671,2173.2,1011.1
13672,2053.5,978.3
13673,2162.8,1136.0
13674,2108.8,1137.7
13675,2190.4,1095.1
13676,1985.9,1062.6
13677,2128.5,1026.8
13678,2012.0,1022.2
13679,2161.6,1089.0
13680,2070.9,1104.2
13681,2121.2,1124.1
13682,2047.8,1134.2
13683,2139.9,1066.0
13684,2154.8,1124.8
13685,2060.4,1066.1
13686,2139.9,1176.6
13687,2147.5,1097.5
13688,2032.0,1187.6
13689,2072.1,1187.4
13690,2013.0,1157.2
13691,2015.3,1130.4
13692,2029.8,1166.4
13693,2068.6,997.2
13694,1995.4,1162.4
13695,1995.0,1097.9
13696,2158.1,1140.9
13697,1994.3,1151.3
13698,2033.2,1031.6
13699,2099.6,1048.9
13700,2087.9,1059.6
13701,2164.0,1152.0
13702,2113.6,1082.9
13703,2084.8,1111.4
13704,2096.1,1109.1
13705,2088.7,1083.9
13706,2166.9,1081.1
13707,2114.7,1160.4
13708,2014.9,1007.6
13709,1983.1,1007.0
13710,2106.4,1105.9
13711,2112.6,1101.8
13712,2025.3,987.1
13713,2103.7,1003.7
13714,2077.6,1087.0
13715,1986.2,1157.4
13716,2064.7,1069.3
13717,2081.5,1017.8
13718,2079.8,1079.0
13719,2023.1,1107.0
13720,2073.1,1045.7
13721,2032.5,1096.1
13722,2022.2,1184.8
13723,2090.2,1075.8
13724,2055.1,1156.0
13725,2031.9,1076.4
13726,2164.0,1028.8
13727,2123.7,1046.9
13728,2178.6,909.1
13729,2131.3,939.8
13730,2059.5,990.9
13731,2150.4,932.7
13732,2189.2,906.6
13733,2116.9,945.9
13734,2089.0,964.6
13735,2154.1,968.0
13736,2105.2,947.7
13737,2066.4,966.3
13738,2170.4,916.8
13739,2137.7,933.3
13740,2089.4,956.8
13741,2120.7,967.4
13742,2075.6,959.5
13743,2263.3,968.3
13744,2389.7,935.1
13745,2367.6,806.8
13746,2282.6,953.9
13747,2357.5,899.2
13748,2319.4,934.6
13749,2356.2,949.8
13750,2286.7,883.6
13751,2334.5,955.2
13752,2288.7,838.9
13753,2348.0,804.4
13754,2293.2,979.3
13755,2333.3,810.5
13756,2368.7,984.6
13757,2280.1,908.9
13758,2278.6,842.2
13759,2212.1,948.1
13760,2262.6,868.8
13761,2315.4,963.3
13762,2335.7,924.0
13763,2270.0,862.4
13764,2315.4,820.6
13765,2375.3,954.3
13766,2269.9,845.1
13767,2230.1,922.9
13768,2300.0,875.5
13769,2359.5,987.5
13770,2347.7,927.4
13771,2366.3,954.6
13772,2291.0,984.8
13773,2200.2,897.3
13774,2340.0,866.7
13775,2382.3,786.5
13776,2264.0,913.6
13777,2292.4,847.2
13778,2336.9,824.9
13779,2366.7,796.6
13780,2293.9,867.8
13781,2226.5,878.0
13782,2293.5,945.0
13783,2388.4,866.4
13784,2369.0,935.7
13785,2270.8,933.5
13786,2352.3,871.9
13787,2312.1,986.7
13788,2262.1,954.8
13789,2299.3,828.3
13790,2370.4,964.2
13791,2328.0,888.4
13792,2296.9,926.9
13793,2276.3,1012.4
13794,2293.4,1188.1
13795,2360.5,1007.9
13796,2313.4,1166.9
13797,2383.9,1099.2
13798,2257.1,1030.7
13799,2336.5,1018.2
13800,2216.1,992.3
13801,2354.4,1040.7
13802,2309.4,1129.9
13803,2323.3,1039.8
13804,2260.4,1006.6
13805,2279.1,1157.0
13806,2332.6,1141.8
13807,2356.4,1030.9
13808,2201.8,1088.6
13809,2383.7,1035.9
13810,2382.7,1062.2
13811,2334.6,1083.9
13812,2240.9,1100.3
13813,2241.7,1048.7
13814,2350.1,1013.5
13815,2226.0,1044.0
13816,2231.9,994.7
13817,2199.4,1070.3
13818,2269.2,1152.7
13819,2213.8,1071.3
13820,2344.6,1004.6
13821,2268.4,1056.7
13822,2343.5,1154.9
13823,2287.3,1123.7
13824,2256.4,1137.8
13825,2353.5,1109.0
13826,2278.6,1071.9
13827,2241.5,1033.3
13828,2248.0,1000.9
13829,2297.2,1047.1
13830,2343.0,1102.6
13831,2238.0,1188.2
13832,2279.3,987.7
13833,2322.2,1078.8
13834,2262.1,1169.3
13835,2319.0,1055.1
13836,2365.9,1081.7
13837,2179.7,1036.2
13838,2349.1,1131.2
13839,2231.9,1079.8
13840,2221.7,1188.4
13841,2259.1,1047.9
13842,2351.1,1062.9
13843,2291.1,1110.2
13844,2372.3,1014.9
13845,2298.8,1096.1
13846,2322.8,1091.5
13847,2321.7,1123.0
13848,2217.7,1044.7
13849,2214.9,1159.5
13850,2234.3,1065.0
13851,2317.2,1118.4
13852,2271.8,1092.9
13853,2198.7,1017.9
13854,2226.4,1150.1
13855,2321.0,1161.6
13856,2220.8,1031.0
13857,2354.4,974.8
13858,2229.3,1010.1
13859,2375.9,1068.3
13860,2305.0,1022.6
13861,2321.5,1007.1
13862,2247.6,1150.0
13863,2388.9,1074.5
13864,2212.7,1144.6
13865,2252.7,1071.8
13866,2283.5,1043.5
13867,2339.3,1076.1
13868,2370.3,1126.3
13869,2351.7,1099.5
13870,2268.2,1128.2
13871,2278.3,1023.5
13872,2241.8,1164.3
13873,2327.8,1021.7
13874,2226.1,1093.5
13875,2374.2,1040.9
13876,2218.4,1121.0
13877,2301.7,1137.5
13878,2230.2,1129.1
13879,2178.6,1101.3
13880,2256.8,997.5
13881,2228.0,1025.7
13882,2331.3,1131.9
13883,2266.2,1098.4
13884,2319.0,977.0
13885,2246.3,1126.2
13886,2227.9,1159.9
13887,2287.6,1004.5
13888,2357.5,1157.1
13889,2212.5,1050.8
13890,2201.2,1182.1
13891,2364.6,1130.6
13892,2183.7,1124.6
13893,2191.5,1061.7
13894,2253.6,1105.9
13895,2358.0,1119.1
13896,2365.7,1149.8
13897,2296.6,1003.7
13898,2290.7,1261.6
13899,2317.3,1267.5
13900,2247.0,1337.0
13901,2265.5,1332.4
13902,2228.5,1310.5
13903,2290.9,1309.1
13904,2353.7,1303.0
13905,2321.3,1333.7
13906,2189.4,1259.3
13907,2316.9,1365.1
13908,2296.6,1385.2
13909,2209.0,1210.6
13910,2377.1,1367.2
13911,2233.8,1264.5
13912,2301.2,1361.9
13913,2210.2,1331.6
13914,2281.7,1345.3
13915,2204.0,1299.0
13916,2225.2,1242.6
13917,2251.1,1295.3
13918,2242.8,1297.1
13919,2204.1,1229.5
13920,2247.4,1185.1
13921,2354.8,1205.9
13922,2239.1,1356.8
13923,2362.8,1247.7
13924,2311.3,1302.5
13925,2213.8,1282.4
13926,2199.6,1366.0
13927,2237.8,1389.9
13928,2221.6,1344.5
13929,2374.8,1272.1
13930,2204.6,1329.3
13931,2387.5,1180.2
13932,2383.8,1246.3
13933,2239.3,1258.8
13934,2182.9,1282.3
13935,2234.6,1288.3
13936,2337.6,1289.2
13937,2319.9,1225.8
13938,2334.0,1245.7
13939,2357.8,1313.5
13940,2272.5,1354.7
13941,2254.3,1235.4
13942,2362.8,1182.9
13943,2231.1,1215.2
13944,2230.3,1343.7
13945,2252.0,1260.2
13946,2252.6,1323.4
13947,2289.8,1232.4
13948,2392.9,1206.7
13949,2357.8,1224.4
13950,2360.5,1275.4
13951,2378.2,1179.7
13952,2222.0,1230.3
13953,2251.2,1355.0
13954,2363.7,1293.3
13955,2292.2,1391.5
13956,2181.3,1328.4
13957,2212.9,1201.5
13958,2229.2,1325.4
13959,2308.5,1233.0
13960,2331.4,1382.7
13961,2250.8,1229.0
13962,2342.7,1267.5
13963,2323.1,1249.3
13964,2274.1,1235.0
13965,2219.6,1251.7
13966,2332.9,1332.5
13967,2305.8,1306.9
13968,2231.7,1356.2
13969,2352.6,1229.6
13970,2278.9,1252.9
13971,2204.6,1283.0
13972,2374.1,1209.4
13973,2212.4,1236.4
13974,2301.1,1340.9
13975,2379.5,1191.6
13976,2238.9,1180.3
13977,2224.4,1292.4
13978,2185.3,1266.1
13979,2350.8,1239.6
13980,2178.6,1348.2
13981,2233.2,1232.6
13982,2320.3,1196.9
13983,2259.4,1218.4
13984,2332.9,1389.7
13985,2229.6,1184.6
13986,2203.4,1239.5
13987,2348.1,1212.8
13988,2352.8,1331.8
13989,2206.5,1255.2
13990,2369.2,1348.9
13991,2314.3,1292.7
13992,2383.5,1312.7
13993,2297.7,1262.3
13994,2364.8,1325.6
13995,2263.4,1353.0
13996,2367.3,1338.2
13997,2327.1,1362.6
13998,2262.3,1231.8
13999,2234.3,1368.0
14000,2211.7,1271.7
14001,2287.8,1364.6
14002,2336.3,1227.5
14003,2293.9,1217.8
14004,2300.1,1282.1
14005,2318.6,1254.8
14006,2341.7,1349.1
14007,2332.8,1206.3
14008,2363.5,1344.9
14009,2312.0,1184.7
14010,2177.5,1184.9
14011,2218.4,1516.0
14012,2308.2,1591.0
14013,2267.3,1539.3
14014,2185.9,1476.8
14015,2363.0,1458.5
14016,2223.8,1399.3
14017,2342.1,1444.5
14018,2250.6,1450.0
14019,2235.9,1545.1
14020,2219.2,1428.2
14021,2250.6,1433.2
14022,2222.4,1531.1
14023,2316.4,1564.9
14024,2204.8,1567.8
14025,2195.5,1456.6
14026,2233.3,1412.0
14027,2319.5,1393.6
14028,2188.7,1565.3
14029,2305.6,1451.4
14030,2319.7,1439.9
14031,2256.9,1424.9
14032,2305.2,1567.1
14033,2345.7,1473.6
14034,2238.2,1528.5
14035,2327.5,1466.8
14036,2289.4,1484.7
14037,2290.5,1475.1
14038,2372.9,1540.0
14039,2293.5,1515.9
14040,2278.2,1451.6
14041,2245.4,1460.8
14042,2357.8,1547.2
14043,2354.3,1477.7
14044,2295.4,1432.5
14045,2319.4,1523.2
14046,2334.5,1501.2
14047,2369.6,1588.0
14048,2247.9,1507.2
14049,2349.6,1519.5
14050,2209.8,1401.5
14051,2223.8,1378.8
14052,2354.7,1387.5
14053,2185.8,1433.8
14054,2197.9,1425.8
14055,2344.8,1411.8
14056,2242.6,1482.0
14057,2271.7,1487.3
14058,2282.0,1387.3
14059,2235.8,1474.4
14060,2256.4,1511.5
14061,2285.7,1451.1
14062,2199.4,1546.7
14063,2373.4,1463.4
14064,2230.6,1519.4
14065,2333.0,1482.2
14066,2339.9,1520.4
14067,2190.5,1427.8
14068,2224.3,1459.9
14069,2294.8,1485.1
14070,2219.7,1508.9
14071,2256.0,1398.0
14072,2338.3,1541.7
14073,2284.8,1455.8
14074,2358.6,1499.7
14075,2216.4,1442.2
14076,2317.8,1507.9
14077,2335.5,1460.3
14078,2271.1,1526.4
14079,2335.7,1570.7
14080,2368.6,1414.4
14081,2244.1,1427.6
14082,2252.3,1502.7
14083,2230.3,1576.8
14084,2198.0,1525.1
14085,2368.7,1423.5
14086,2302.8,1506.1
14087,2309.5,1389.7
14088,2268.3,1511.8
14089,2288.6,1467.7
14090,2263.4,1387.4
14091,2218.6,1398.5
14092,2386.2,1406.0
14093,2368.6,1474.0
14094,2283.2,1442.5
14095,2206.4,1425.3
14096,2319.5,1420.6
14097,2325.6,1540.0
14098,2350.4,1430.2
14099,2370.8,1689.6
14100,2195.8,1663.9
14101,2380.5,1680.6
14102,2214.9,1777.2
14103,2204.9,1784.4
14104,2239.5,1601.3
14105,2262.0,1589.0
14106,2306.4,1663.7
14107,2374.3,1640.3
14108,2236.9,1777.3
14109,2267.3,1593.7
14110,2376.8,1597.5
14111,2267.4,1736.6
14112,2325.7,1607.1
14113,2318.6,1716.0
14114,2358.5,1776.7
14115,2328.5,1739.6
14116,2392.7,1640.9
14117,2336.2,1645.6
14118,2338.6,1604.2
14119,2268.9,1630.3
14120,2198.9,1775.0
14121,2377.1,1628.8
14122,2219.9,1735.9
14123,2285.9,1610.0
14124,2273.0,1774.4
14125,2327.2,1709.9
14126,2217.1,1652.7
14127,2257.4,1707.7
14128,2384.8,1603.3
14129,2226.3,1659.1
14130,2247.1,1712.2
14131,2273.7,1671.4
14132,2280.2,1722.8
14133,2206.7,1729.2
14134,2350.5,1767.9
14135,2251.1,1610.4
14136,2324.5,1690.3
14137,2305.8,1703.5
14138,2352.3,1730.4
14139,2251.7,1696.1
14140,2364.1,1707.3
14141,2332.1,1763.2
14142,2338.5,1666.5
14143,2238.5,1760.0
14144,2385.1,1722.4
14145,2314.5,1762.5
14146,2363.1,1666.7
14147,2340.9,1707.0
14148,2343.1,1730.6
14149,2308.7,1735.0
14150,2386.4,1783.4
14151,2336.9,1675.5
14152,2328.4,1588.0
14153,2233.3,1600.6
14154,2352.7,1747.4
14155,2270.5,1763.7
14156,2317.4,1690.0
14157,2319.3,1745.8
14158,2241.2,1739.9
14159,2212.4,1743.9
14160,2199.3,1621.4
14161,2380.0,1747.6
14162,2290.3,1642.1
14163,2283.1,1635.3
14164,2283.4,1749.4
14165,2332.4,1779.0
14166,2273.2,1687.2
14167,2239.2,1666.0
14168,2352.1,1619.1
14169,2251.3,1677.1
14170,2380.1,1650.1
14171,2350.8,1784.0
14172,2217.4,1636.9
14173,2236.2,1621.2
14174,2292.3,1767.6
14175,2238.3,1675.1
14176,2263.8,1634.3
14177,2340.0,1751.5
14178,2315.0,1614.3
14179,2235.1,1727.2
14180,2308.8,1778.1
14181,2300.0,1736.6
14182,2255.6,1653.7
14183,2209.3,1698.5
14184,2208.0,1617.0
14185,2362.3,1747.0
14186,2221.2,1767.1
14187,2351.3,1638.2
14188,2393.6,1723.9
14189,2188.3,1625.8
14190,2199.9,1716.7
14191,2221.9,1682.0
14192,2274.1,1712.7
14193,2385.6,1640.0
14194,2377.7,1607.2
14195,2341.6,1611.1
14196,2258.2,1807.2
14197,2297.2,1859.2
14198,2309.4,1926.7
14199,2282.8,1983.5
14200,2348.7,1957.6
14201,2340.5,1916.8
14202,2377.9,1811.3
14203,2254.9,1901.0
14204,2258.3,1867.6
14205,2252.7,1959.2
14206,2381.0,1886.4
14207,2264.9,1864.3
14208,2327.5,1792.7
14209,2235.3,1938.8
14210,2274.0,1951.4
14211,2306.1,1919.8
14212,2225.1,1931.5
14213,2375.9,1824.1
14214,2303.6,1853.5
14215,2325.3,1948.7
14216,2324.2,1782.5
14217,2256.1,1933.3
14218,2348.8,1908.9
14219,2319.8,1860.6
14220,2243.1,1838.3
14221,2209.2,1968.8
14222,2249.7,1833.9
14223,2186.0,1801.7
14224,2293.8,1825.2
14225,2329.6,1877.2
14226,2192.0,1845.1
14227,2352.4,1870.5
14228,2195.8,1970.7
14229,2289.8,1800.3
14230,2354.7,1820.5
14231,2267.3,1849.5
14232,2332.3,1920.5
14233,2310.0,1815.9
14234,2356.7,1913.9
14235,2357.2,1928.5
14236,2276.4,1882.5
14237,2352.1,1882.7
14238,2266.8,1817.6
14239,2227.7,1825.3
14240,2226.3,1848.2
14241,2288.6,1853.7
14242,2334.8,1814.7
14243,2293.7,1927.0
14244,2240.5,1798.9
14245,2244.0,1956.6
14246,2287.3,1912.0
14247,2359.2,1977.1
14248,2294.0,1845.5
14249,2330.6,1988.4
14250,2293.3,1870.1
14251,2226.5,1967.4
14252,2222.9,1855.2
14253,2392.4,1848.7
14254,2274.1,1837.4
14255,2201.0,1859.9
14256,2233.3,1969.1
14257,2361.1,1890.7
14258,2238.6,1917.4
14259,2358.6,1796.5
14260,2347.4,1854.5
14261,2365.0,1965.4
14262,2374.5,1947.9
14263,2249.2,1802.8
14264,2379.0,1826.5
14265,2321.6,1814.5
14266,2208.5,1798.3
14267,2237.3,1874.8
14268,2196.2,1904.4
14269,2229.1,1801.7
14270,2280.4,1789.8
14271,2210.8,1815.6
14272,2391.7,1809.0
14273,2391.0,1867.2
14274,2191.9,1876.4
14275,2217.0,1966.1
14276,2255.7,1822.4
14277,2395.4,1860.7
14278,2236.4,1811.7
14279,2375.4,1853.8
14280,2231.8,1945.9
14281,2291.6,1788.2
14282,2285.7,2057.5
14283,2298.5,2084.1
14284,2298.5,2007.7
14285,2267.9,2083.4
14286,2367.0,2033.2
14287,2298.6,2124.7
14288,2192.4,2068.2
14289,2212.6,2175.5
14290,2252.0,2041.3
14291,2378.5,2000.5
14292,2368.0,2083.1
14293,2364.2,2134.1
14294,2235.8,2163.6
14295,2375.8,2027.5
14296,2329.6,2120.2
14297,2216.0,2138.4
14298,2213.4,1996.8
14299,2324.9,2000.1
14300,2333.8,2029.0
14301,2319.4,2026.4
14302,2342.8,2085.9
14303,2298.9,2160.6
14304,2302.5,2017.5
14305,2318.9,2018.6
14306,2333.5,2087.9
14307,2204.1,2138.5
14308,2340.9,2166.3
14309,2327.2,2023.3
14310,2209.0,2070.4
14311,2295.5,2019.7
14312,2370.7,2164.5
14313,2272.4,2064.3
14314,2222.9,2088.0
14315,2226.0,2103.8
14316,2237.6,2129.5
14317,2211.8,2089.6
14318,2212.3,2018.3
14319,2309.7,2183.0
14320,2393.0,2185.2
14321,2382.5,2071.5
14322,2214.0,2122.9
14323,2332.5,2003.4
14324,2372.7,2141.7
14325,2374.5,2042.7
14326,2392.7,2162.7
14327,2358.3,2140.2
14328,2240.8,2107.9
14329,2270.4,2058.8
14330,2283.9,2182.4
14331,2310.0,2171.7
14332,2185.7,2020.2
14333,2273.4,2164.3
14334,2373.0,2178.0
14335,2294.7,2049.5
14336,2236.0,1996.1
14337,2239.8,2122.5
14338,2358.0,2097.0
14339,2286.0,2114.9
14340,2310.0,1986.9
14341,2343.0,2110.1
14342,2344.6,2076.1
14343,2383.0,2018.7
14344,2356.9,2156.2
14345,2303.9,2075.9
14346,2281.2,2030.4
14347,2390.9,2015.0
14348,2226.6,2059.7
14349,2234.2,2079.7
14350,2379.7,2040.2
14351,2260.9,2069.7
14352,2352.5,1991.8
14353,2198.2,2021.6
14354,2394.5,2006.5
14355,2270.1,2006.9
14356,2315.5,2036.2
14357,2200.2,2096.4
14358,2188.4,2075.1
14359,2342.1,2148.6
14360,2219.4,2035.7
14361,2246.9,2077.3
14362,2182.1,2073.2
14363,2337.3,2133.6
14364,2274.3,2027.2
14365,2190.9,2133.3
14366,2190.8,2100.0
14367,2217.0,2026.0
14368,2390.2,2222.1
14369,2234.5,2325.2
14370,2370.4,2265.5
14371,2219.7,2229.8
14372,2211.2,2258.3
14373,2349.8,2237.0
14374,2314.9,2212.8
14375,2243.3,2261.3
14376,2373.5,2292.8
14377,2316.8,2348.6
14378,2186.9,2377.5
14379,2348.0,2282.4
14380,2271.5,2285.3
14381,2272.6,2339.8
14382,2268.5,2257.9
14383,2332.9,2207.5
14384,2328.8,2342.1
14385,2369.2,2298.6
14386,2216.8,2252.6
14387,2298.8,2399.3
14388,2188.7,2319.8
14389,2330.6,2195.4
14390,2367.1,2349.9
14391,2268.8,2299.7
14392,2239.3,2315.6
14393,2394.9,2327.5
14394,2261.3,2287.7
14395,2253.2,2289.7
14396,2298.9,2354.4
14397,2394.9,2294.2
14398,2343.6,2256.2
14399,2226.9,2375.3
14400,2245.1,2323.5
14401,2237.7,2188.9
14402,2257.2,2363.4
14403,2332.2,2264.9
14404,2317.4,2275.6
14405,2359.1,2298.8
14406,2233.0,2328.0
14407,2332.3,2185.0
14408,2309.8,2237.7
14409,2256.7,2322.2
14410,2217.9,2192.6
14411,2343.8,2227.8
14412,2376.8,2324.8
14413,2279.5,2201.2
14414,2301.0,2340.8
14415,2218.3,2283.9
14416,2251.2,2222.7
14417,2328.3,2246.0
14418,2380.1,2224.8
14419,2185.8,2198.9
14420,2291.1,2229.1
14421,2235.1,2279.0
14422,2382.8,2186.3
14423,2195.7,2330.6
14424,2227.9,2265.9
14425,2340.4,2352.5
14426,2256.2,2379.4
14427,2217.9,2339.1
14428,2201.1,2222.6
14429,2215.6,2202.1
14430,2256.5,2200.3
14431,2361.9,2215.2
14432,2253.7,2192.4
14433,2246.8,2339.8
14434,2279.0,2228.0
14435,2201.5,2359.3
14436,2304.7,2263.9
14437,2365.8,2244.9
14438,2295.5,2282.4
14439,2245.0,2224.6
14440,2220.3,2311.2
14441,2307.2,2304.6
14442,2279.1,2348.8
14443,2241.9,2295.5
14444,2256.2,2234.4
14445,2319.4,2288.4
14446,2199.5,2298.6
14447,2357.8,2499.4
14448,2373.8,2481.7
14449,2255.3,2498.9
14450,2369.3,2586.1
14451,2279.3,2473.8
14452,2328.0,2510.0
14453,2211.5,2457.0
14454,2284.6,2454.8
14455,2328.6,2473.8
14456,2360.4,2436.0
14457,2300.0,2423.4
14458,2240.5,2514.2
14459,2350.3,2531.0
14460,2372.4,2518.2
14461,2194.5,2417.7
14462,2382.6,2422.9
14463,2340.2,2489.0
14464,2364.9,2459.0
14465,2320.8,2476.4
14466,2344.4,2576.4
14467,2314.1,2393.0
14468,2216.0,2504.0
14469,2246.7,2392.8
14470,2219.0,2497.8
14471,2357.1,2483.6
14472,2365.8,2440.0
14473,2275.9,2533.9
14474,2197.0,2550.1
14475,2252.3,2425.6
14476,2389.2,2450.3
14477,2184.0,2579.1
14478,2221.8,2482.8
14479,2375.6,2446.0
14480,2287.0,2526.7
14481,2228.2,2465.1
14482,2216.4,2541.6
14483,2223.7,2389.3
14484,2317.6,2568.5
14485,2315.2,2439.6
14486,2350.2,2437.0
14487,2233.9,2432.9
14488,2326.1,2483.0
14489,2306.8,2439.3
14490,2360.0,2402.3
14491,2255.1,2569.3
14492,2369.3,2391.7
14493,2260.1,2401.8
14494,2246.8,2429.8
14495,2271.1,2456.4
14496,2334.9,2459.2
14497,2271.2,2433.1
14498,2261.1,2459.0
14499,2322.5,2528.2
14500,2234.8,2444.5
14501,2266.0,2570.3
14502,2291.0,2599.3
14503,2279.3,2492.5
14504,2201.0,2425.8
14505,2267.5,2513.2
14506,2290.7,2572.5
14507,2308.5,2385.7
14508,2369.2,2546.7
14509,2331.5,2542.3
14510,2266.1,2446.2
14511,2211.6,2526.1
14512,2258.1,2543.8
14513,2348.0,2522.8
14514,2333.6,2499.4
14515,2329.1,2452.5
14516,2319.3,2516.3
14517,2323.5,2566.6
14518,2376.4,2554.8
14519,2283.4,2507.3
14520,2254.9,2445.8
14521,2286.9,2425.4
14522,2227.4,2548.6
14523,2241.2,2483.1
14524,2253.5,2474.8
14525,2242.0,2713.0
14526,2212.0,2717.4
14527,2278.7,2598.6
14528,2355.1,2787.9
14529,2265.7,2781.4
14530,2257.5,2651.2
14531,2247.4,2666.0
14532,2343.6,2683.8
14533,2207.2,2739.0
14534,2227.5,2653.4
14535,2213.8,2764.1
14536,2275.8,2717.0
14537,2205.3,2642.8
14538,2260.9,2738.9
14539,2322.3,2744.6
14540,2292.7,2734.8
14541,2323.6,2724.9
14542,2315.1,2628.9
14543,2373.7,2637.8
14544,2257.2,2708.0
14545,2302.2,2718.7
14546,2342.0,2705.5
14547,2272.4,2616.7
14548,2214.3,2700.2
14549,2198.1,2752.8
14550,2289.6,2614.2
